0.000000	0.000000	
0.360000	1.560000	
1.704952	2.520094	
2.555430	3.296702	
3.439159	5.456109	
5.624188	7.636829	
8.160000	8.160000	
10.040000	10.040000	
11.280000	12.520000	
13.360000	14.960000	
15.440000	15.440000	
16.000000	17.000000	
18.160000	18.160000	
19.640000	19.640000	
20.560000	20.960000	
21.560000	21.560000	
23.760000	25.320000	
26.520000	26.520000	
26.840000	27.520000	
27.600000	31.240000	
32.360000	32.360000	
33.800000	35.000000	
36.680000	36.680000	
37.720000	38.200000	
38.600000	38.600000	
38.880000	38.880000	
39.480000	39.480000	
41.520000	45.000000	
45.840000	45.840000	
46.400000	47.880000	
48.480000	50.000000	
51.120000	52.200000	
53.680000	53.680000	
55.120000	55.120000	
56.480000	56.480000	
58.000000	58.000000	
58.960000	59.920000	
60.520000	60.520000	
60.600000	62.320000	
63.920000	64.480000	
64.800000	65.040000	
65.600000	65.600000	
66.920000	66.920000	
68.320000	68.320000	
70.160000	72.560000	
72.680000	72.680000	
74.440000	74.440000	
76.080000	76.080000	
77.360000	77.360000	
78.640000	80.000000	
80.800000	80.800000	
83.160000	83.720000	
83.840000	85.040000	
85.760000	86.200000	
86.760000	86.760000	
88.680000	88.760000	
89.240000	90.000000	
91.120000	91.720000	
92.280000	92.880000	
93.480000	94.040000	
94.160000	94.160000	
95.040000	95.600000	
95.680000	95.680000	
96.840000	96.840000	
98.560000	98.560000	
100.360000	100.360000	
100.840000	101.440000	
103.360000	103.360000	
104.760000	104.760000	
107.200000	107.760000	
108.040000	108.040000	
109.760000	110.360000	
110.840000	110.840000	
112.200000	112.200000	
113.480000	113.480000	
114.200000	114.200000	
114.960000	114.960000	
116.360000	118.120000	
119.960000	119.960000	
121.400000	121.400000	
122.080000	122.080000	
122.960000	125.040000	
126.720000	127.320000	
127.560000	128.039000	
128.600000	128.600000	
129.600000	129.600000	
130.160000	130.680000	
131.160000	131.760000	
132.800000	132.800000	
133.840000	133.840000	
135.200000	135.200000	
136.120000	136.120000	
136.720000	136.720000	
137.960000	137.960000	
138.840000	140.680000	
141.600000	141.680000	
142.480000	143.200000	
143.320000	143.320000	
144.800000	144.800000	
146.440000	147.040000	
147.520000	147.520000	
148.840000	150.080000	
150.760000	152.080000	
153.560000	154.440000	
155.120000	155.640000	
155.720000	155.720000	
156.200000	156.200000	
158.120000	158.120000	
159.960000	160.520000	
160.880000	160.880000	
161.040000	161.640000	
162.080000	162.680000	
164.200000	164.200000	
164.720000	164.720000	
165.840000	165.840000	
166.560000	168.640000	
170.120000	170.120000	
171.120000	171.720000	
172.760000	172.760000	
173.440000	173.440000	
174.840000	174.840000	
176.000000	176.600000	
176.680000	177.040000	
177.640000	177.640000	
178.960000	178.960000	
179.520000	180.080000	
181.520000	181.520000	
183.120000	183.120000	
184.720000	184.720000	
186.400000	186.400000	
188.080000	188.080000	
188.640000	188.640000	
189.080000	190.000000	
190.920000	190.920000	
192.360000	192.360000	
193.400000	193.760000	
194.360000	194.360000	
196.000000	196.000000	
197.160000	197.600000	
198.160000	198.160000	
199.760000	199.760000	
200.160000	200.160000	
200.720000	200.720000	
202.280000	204.200000	
205.280000	205.280000	
205.400000	205.880000	
205.960000	206.840000	
208.920000	208.920000	
210.320000	210.320000	
211.200000	211.200000	
211.760000	212.920000	
213.440000	213.440000	
214.640000	216.200000	
217.040000	217.280000	
217.440000	217.840000	
219.760000	220.160000	
220.760000	220.760000	
222.600000	223.080000	
223.200000	224.440000	
225.520000	225.520000	
226.880000	227.480000	
228.000000	229.240000	
229.320000	230.240000	
231.400000	233.000000	
234.480000	234.480000	
236.280000	236.280000	
237.800000	238.920000	
239.840000	239.840000	
241.560000	241.560000	
243.240000	243.240000	
244.440000	245.000000	
245.200000	245.640000	
246.240000	246.240000	
247.960000	247.960000	
248.920000	250.000000	
250.920000	250.920000	
251.960000	251.960000	
253.840000	253.840000	
255.120000	255.120000	
257.640000	257.640000	
258.279000	259.240000	
261.240000	262.640000	
263.320000	265.200000	
265.600000	266.200000	
266.680000	266.680000	
267.280000	268.480000	
269.240000	269.800000	
270.000000	270.000000	
271.600000	271.600000	
272.880000	272.880000	
274.040000	274.440000	
275.040000	275.040000	
276.640000	276.640000	
277.640000	277.640000	
279.200000	279.800000	
280.240000	280.240000	
282.320000	283.240000	
284.760000	285.200000	
285.800000	285.800000	
286.800000	286.800000	
288.360000	288.360000	
289.240000	289.440000	
290.240000	290.240000	
290.840000	290.840000	
291.120000	292.440000	
293.720000	295.000000	
295.880000	295.880000	
296.400000	298.120000	
299.000000	299.600000	
299.760000	299.760000	
301.800000	301.800000	
303.960000	303.960000	
305.280000	305.280000	
306.200000	306.200000	
307.440000	307.440000	
308.800000	309.440000	
310.280000	310.280000	
311.520000	311.520000	
312.200000	314.440000	
315.120000	315.120000	
316.800000	316.800000	
318.680000	319.280000	
319.560000	319.560000	
320.840000	320.840000	
322.400000	322.400000	
324.120000	324.120000	
324.720000	324.720000	
324.800000	324.800000	
326.320000	326.320000	
327.680000	327.760000	
328.160000	328.240000	
328.920000	328.920000	
329.480000	329.480000	
331.120000	331.880000	
332.800000	332.800000	
333.640000	333.640000	
334.160000	334.400000	
335.000000	335.000000	
336.560000	336.560000	
337.640000	337.640000	
338.960000	338.960000	
340.320000	340.920000	
341.040000	341.040000	
342.200000	342.200000	
344.200000	344.200000	
345.080000	345.080000	
346.600000	346.600000	
347.600000	347.600000	
348.360000	348.360000	
349.440000	349.960000	
350.520000	350.520000	
351.720000	351.720000	
352.280000	352.280000	
352.720000	352.720000	
353.600000	354.440000	
355.240000	356.880000	
357.480000	357.480000	
359.120000	359.120000	
360.440000	360.440000	
361.920000	362.520000	
363.040000	363.600000	
364.000000	364.000000	
365.200000	365.800000	
366.360000	366.960000	
367.360000	367.760000	
368.360000	369.600000	
371.440000	372.800000	
373.560000	373.680000	
374.760000	374.760000	
375.720000	375.720000	
376.480000	376.480000	
378.400000	378.400000	
379.600000	379.600000	
380.400000	381.520000	
382.160000	382.160000	
383.080000	383.080000	
384.520000	384.520000	
385.680000	385.680000	
386.200000	386.320000	
386.920000	388.440000	
389.960000	389.960000	
391.200000	391.200000	
392.480000	392.480000	
393.720000	393.720000	
394.920000	394.920000	
395.840000	396.320000	
396.920000	398.120000	
399.800000	400.240000	
400.360000	400.360000	
400.840000	400.840000	
402.400000	402.400000	
403.960000	403.960000	
405.440000	405.440000	
406.760000	406.760000	
408.240000	408.240000	
409.920000	409.920000	
411.600000	411.600000	
412.120000	412.120000	
413.600000	413.600000	
414.200000	414.200000	
414.800000	414.800000	
415.240000	416.960000	
417.960000	417.960000	
419.320000	419.320000	
420.760000	420.760000	
422.200000	422.200000	
423.160000	423.160000	
424.440000	424.920000	
425.000000	425.480000	
427.280000	428.640000	
429.200000	429.200000	
429.800000	429.800000	
431.120000	431.120000	
432.840000	432.840000	
433.720000	433.720000	
434.920000	436.400000	
437.680000	438.320000	
438.840000	440.000000	
441.160000	442.160000	
443.000000	443.000000	
444.760000	444.760000	
445.920000	445.920000	
447.480000	447.480000	
448.880000	449.520000	
450.160000	450.640000	
450.720000	450.720000	
453.000000	453.160000	
453.560000	453.680000	
455.480000	456.960000	
458.200000	458.200000	
458.760000	459.760000	
459.880000	459.880000	
461.600000	461.600000	
